modGenes	module	colourRGB
ENSBTAG00000015148	black	#000000
ENSBTAG00000015151	purple	#A020F0
ENSBTAG00000015154	pink	#FFC0CB
ENSBTAG00000015155	yellow	#FFFF00
ENSBTAG00000015157	green	#00FF00
ENSBTAG00000015158	green	#00FF00
ENSBTAG00000015160	blue	#0000FF
ENSBTAG00000015165	yellow	#FFFF00
ENSBTAG00000015166	turquoise	#40E0D0
ENSBTAG00000015169	purple	#A020F0
ENSBTAG00000015171	turquoise	#40E0D0
ENSBTAG00000015172	turquoise	#40E0D0
ENSBTAG00000015185	lightcyan	#E0FFFF
ENSBTAG00000015187	turquoise	#40E0D0
ENSBTAG00000015190	salmon	#FA8072
ENSBTAG00000015192	yellow	#FFFF00
ENSBTAG00000015195	brown	#A52A2A
ENSBTAG00000015200	turquoise	#40E0D0
ENSBTAG00000015205	turquoise	#40E0D0
ENSBTAG00000015208	red	#FF0000
ENSBTAG00000015209	turquoise	#40E0D0
ENSBTAG00000015212	salmon	#FA8072
ENSBTAG00000015217	lightgreen	#90EE90
ENSBTAG00000015220	turquoise	#40E0D0
ENSBTAG00000015221	blue	#0000FF
ENSBTAG00000015222	pink	#FFC0CB
ENSBTAG00000015224	turquoise	#40E0D0
ENSBTAG00000015225	yellow	#FFFF00
ENSBTAG00000015230	brown	#A52A2A
ENSBTAG00000015235	red	#FF0000
ENSBTAG00000015240	turquoise	#40E0D0
ENSBTAG00000015242	blue	#0000FF
ENSBTAG00000015248	turquoise	#40E0D0
ENSBTAG00000015249	midnightblue	#191970
ENSBTAG00000015254	green	#00FF00
ENSBTAG00000015255	salmon	#FA8072
ENSBTAG00000015258	turquoise	#40E0D0
ENSBTAG00000015263	brown	#A52A2A
ENSBTAG00000015264	turquoise	#40E0D0
ENSBTAG00000015265	turquoise	#40E0D0
ENSBTAG00000015266	pink	#FFC0CB
ENSBTAG00000015268	blue	#0000FF
ENSBTAG00000015271	green	#00FF00
ENSBTAG00000015276	blue	#0000FF
ENSBTAG00000015277	darkgreen	#006400
ENSBTAG00000015278	brown	#A52A2A
ENSBTAG00000015286	green	#00FF00
ENSBTAG00000015291	black	#000000
ENSBTAG00000015294	blue	#0000FF
ENSBTAG00000015297	darkred	#8B0000
ENSBTAG00000015298	blue	#0000FF
ENSBTAG00000015301	pink	#FFC0CB
ENSBTAG00000015303	blue	#0000FF
ENSBTAG00000015304	blue	#0000FF
ENSBTAG00000015308	grey60	#999999
ENSBTAG00000015309	red	#FF0000
ENSBTAG00000015310	purple	#A020F0
ENSBTAG00000015319	yellow	#FFFF00
ENSBTAG00000015321	green	#00FF00
ENSBTAG00000015325	black	#000000
ENSBTAG00000015327	brown	#A52A2A
ENSBTAG00000015329	blue	#0000FF
ENSBTAG00000015333	darkturquoise	#00CED1
ENSBTAG00000015334	brown	#A52A2A
ENSBTAG00000015335	red	#FF0000
ENSBTAG00000015336	brown	#A52A2A
ENSBTAG00000015339	brown	#A52A2A
ENSBTAG00000015346	salmon	#FA8072
ENSBTAG00000015348	turquoise	#40E0D0
ENSBTAG00000015349	turquoise	#40E0D0
ENSBTAG00000015352	turquoise	#40E0D0
ENSBTAG00000015369	pink	#FFC0CB
ENSBTAG00000015371	brown	#A52A2A
ENSBTAG00000015373	lightgreen	#90EE90
ENSBTAG00000015375	salmon	#FA8072
ENSBTAG00000015376	darkred	#8B0000
ENSBTAG00000015378	red	#FF0000
ENSBTAG00000015379	yellow	#FFFF00
ENSBTAG00000015380	black	#000000
ENSBTAG00000015381	blue	#0000FF
ENSBTAG00000015385	greenyellow	#ADFF2F
ENSBTAG00000015386	purple	#A020F0
ENSBTAG00000015392	turquoise	#40E0D0
ENSBTAG00000015398	blue	#0000FF
ENSBTAG00000015401	blue	#0000FF
ENSBTAG00000015402	red	#FF0000
ENSBTAG00000015403	turquoise	#40E0D0
ENSBTAG00000015413	darkred	#8B0000
ENSBTAG00000015414	turquoise	#40E0D0
ENSBTAG00000015416	red	#FF0000
ENSBTAG00000015424	yellow	#FFFF00
ENSBTAG00000015427	salmon	#FA8072
ENSBTAG00000015428	purple	#A020F0
ENSBTAG00000015438	turquoise	#40E0D0
ENSBTAG00000015439	red	#FF0000
ENSBTAG00000015444	blue	#0000FF
ENSBTAG00000015449	blue	#0000FF
ENSBTAG00000015450	blue	#0000FF
ENSBTAG00000015463	turquoise	#40E0D0
ENSBTAG00000015466	yellow	#FFFF00
ENSBTAG00000015474	greenyellow	#ADFF2F
ENSBTAG00000015479	blue	#0000FF
ENSBTAG00000015481	yellow	#FFFF00
ENSBTAG00000015482	magenta	#FF00FF
ENSBTAG00000015487	turquoise	#40E0D0
ENSBTAG00000015499	brown	#A52A2A
ENSBTAG00000015504	black	#000000
ENSBTAG00000015509	brown	#A52A2A
ENSBTAG00000015512	turquoise	#40E0D0
ENSBTAG00000015516	yellow	#FFFF00
ENSBTAG00000015519	blue	#0000FF
ENSBTAG00000015520	brown	#A52A2A
ENSBTAG00000015521	turquoise	#40E0D0
ENSBTAG00000015522	greenyellow	#ADFF2F
ENSBTAG00000015536	darkred	#8B0000
ENSBTAG00000015537	yellow	#FFFF00
ENSBTAG00000015538	turquoise	#40E0D0
ENSBTAG00000015543	brown	#A52A2A
ENSBTAG00000015553	yellow	#FFFF00
ENSBTAG00000015554	brown	#A52A2A
ENSBTAG00000015556	pink	#FFC0CB
ENSBTAG00000015559	blue	#0000FF
ENSBTAG00000015562	blue	#0000FF
ENSBTAG00000015565	red	#FF0000
ENSBTAG00000015566	salmon	#FA8072
ENSBTAG00000015571	yellow	#FFFF00
ENSBTAG00000015572	magenta	#FF00FF
ENSBTAG00000015578	turquoise	#40E0D0
ENSBTAG00000015580	turquoise	#40E0D0
ENSBTAG00000015584	brown	#A52A2A
ENSBTAG00000015588	yellow	#FFFF00
ENSBTAG00000015590	turquoise	#40E0D0
ENSBTAG00000015591	grey60	#999999
ENSBTAG00000015593	turquoise	#40E0D0
ENSBTAG00000015599	brown	#A52A2A
ENSBTAG00000015604	turquoise	#40E0D0
ENSBTAG00000015607	magenta	#FF00FF
ENSBTAG00000015609	turquoise	#40E0D0
ENSBTAG00000015611	turquoise	#40E0D0
ENSBTAG00000015612	darkorange	#FF8C00
ENSBTAG00000015614	blue	#0000FF
ENSBTAG00000015615	green	#00FF00
ENSBTAG00000015625	purple	#A020F0
ENSBTAG00000015630	yellow	#FFFF00
ENSBTAG00000015636	turquoise	#40E0D0
ENSBTAG00000015637	turquoise	#40E0D0
ENSBTAG00000015642	turquoise	#40E0D0
ENSBTAG00000015649	darkgreen	#006400
ENSBTAG00000015655	blue	#0000FF
ENSBTAG00000015659	brown	#A52A2A
ENSBTAG00000015662	black	#000000
ENSBTAG00000015663	brown	#A52A2A
ENSBTAG00000015669	grey60	#999999
ENSBTAG00000015678	blue	#0000FF
ENSBTAG00000015683	greenyellow	#ADFF2F
ENSBTAG00000015692	blue	#0000FF
ENSBTAG00000015698	brown	#A52A2A
ENSBTAG00000015704	yellow	#FFFF00
ENSBTAG00000015707	brown	#A52A2A
ENSBTAG00000015711	blue	#0000FF
ENSBTAG00000015713	darkturquoise	#00CED1
ENSBTAG00000015716	turquoise	#40E0D0
ENSBTAG00000015718	purple	#A020F0
ENSBTAG00000015719	brown	#A52A2A
ENSBTAG00000015720	tan	#D2B48C
ENSBTAG00000015724	lightcyan	#E0FFFF
ENSBTAG00000015727	turquoise	#40E0D0
ENSBTAG00000015728	green	#00FF00
ENSBTAG00000015729	red	#FF0000
ENSBTAG00000015730	brown	#A52A2A
ENSBTAG00000015731	black	#000000
ENSBTAG00000015732	magenta	#FF00FF
ENSBTAG00000015734	magenta	#FF00FF
ENSBTAG00000015738	turquoise	#40E0D0
ENSBTAG00000015742	turquoise	#40E0D0
ENSBTAG00000015744	magenta	#FF00FF
ENSBTAG00000015752	purple	#A020F0
ENSBTAG00000015753	tan	#D2B48C
ENSBTAG00000015758	turquoise	#40E0D0
ENSBTAG00000015761	pink	#FFC0CB
ENSBTAG00000015764	turquoise	#40E0D0
ENSBTAG00000015767	brown	#A52A2A
ENSBTAG00000015771	tan	#D2B48C
ENSBTAG00000015772	turquoise	#40E0D0
ENSBTAG00000015776	royalblue	#4169E1
ENSBTAG00000015778	white	#FFFFFF
ENSBTAG00000015779	yellow	#FFFF00
ENSBTAG00000015780	green	#00FF00
ENSBTAG00000015781	darkred	#8B0000
ENSBTAG00000015782	yellow	#FFFF00
ENSBTAG00000015796	brown	#A52A2A
ENSBTAG00000015802	blue	#0000FF
ENSBTAG00000015805	green	#00FF00
ENSBTAG00000015806	turquoise	#40E0D0
ENSBTAG00000015808	darkred	#8B0000
ENSBTAG00000015821	turquoise	#40E0D0
ENSBTAG00000015824	magenta	#FF00FF
ENSBTAG00000015833	turquoise	#40E0D0
ENSBTAG00000015839	magenta	#FF00FF
ENSBTAG00000015853	greenyellow	#ADFF2F
ENSBTAG00000015856	yellow	#FFFF00
ENSBTAG00000015859	turquoise	#40E0D0
ENSBTAG00000015874	turquoise	#40E0D0
ENSBTAG00000015875	blue	#0000FF
ENSBTAG00000015879	turquoise	#40E0D0
ENSBTAG00000015880	red	#FF0000
ENSBTAG00000015882	turquoise	#40E0D0
ENSBTAG00000015887	tan	#D2B48C
ENSBTAG00000015889	blue	#0000FF
ENSBTAG00000015891	yellow	#FFFF00
ENSBTAG00000015892	blue	#0000FF
ENSBTAG00000015894	blue	#0000FF
ENSBTAG00000015896	yellow	#FFFF00
ENSBTAG00000015899	turquoise	#40E0D0
ENSBTAG00000015900	turquoise	#40E0D0
ENSBTAG00000015901	black	#000000
ENSBTAG00000015904	blue	#0000FF
ENSBTAG00000015905	red	#FF0000
ENSBTAG00000015909	blue	#0000FF
ENSBTAG00000015910	purple	#A020F0
ENSBTAG00000015913	blue	#0000FF
ENSBTAG00000015917	brown	#A52A2A
ENSBTAG00000015925	blue	#0000FF
ENSBTAG00000015931	magenta	#FF00FF
ENSBTAG00000015938	turquoise	#40E0D0
ENSBTAG00000015942	turquoise	#40E0D0
ENSBTAG00000015943	greenyellow	#ADFF2F
ENSBTAG00000015944	brown	#A52A2A
ENSBTAG00000015946	magenta	#FF00FF
ENSBTAG00000015951	pink	#FFC0CB
ENSBTAG00000015952	turquoise	#40E0D0
ENSBTAG00000015955	turquoise	#40E0D0
ENSBTAG00000015958	pink	#FFC0CB
ENSBTAG00000015961	turquoise	#40E0D0
ENSBTAG00000015962	green	#00FF00
ENSBTAG00000015963	turquoise	#40E0D0
ENSBTAG00000015965	yellow	#FFFF00
ENSBTAG00000015968	turquoise	#40E0D0
ENSBTAG00000015969	brown	#A52A2A
ENSBTAG00000015972	purple	#A020F0
ENSBTAG00000015974	magenta	#FF00FF
ENSBTAG00000015976	salmon	#FA8072
ENSBTAG00000015977	turquoise	#40E0D0
ENSBTAG00000015982	black	#000000
ENSBTAG00000015984	turquoise	#40E0D0
ENSBTAG00000015986	turquoise	#40E0D0
ENSBTAG00000016000	green	#00FF00
ENSBTAG00000016004	black	#000000
ENSBTAG00000016005	white	#FFFFFF
ENSBTAG00000016006	midnightblue	#191970
ENSBTAG00000016010	skyblue	#87CEEB
ENSBTAG00000016012	red	#FF0000
ENSBTAG00000016023	brown	#A52A2A
ENSBTAG00000016038	tan	#D2B48C
ENSBTAG00000016045	brown	#A52A2A
ENSBTAG00000016046	brown	#A52A2A
ENSBTAG00000016050	blue	#0000FF
ENSBTAG00000016057	turquoise	#40E0D0
ENSBTAG00000016060	turquoise	#40E0D0
ENSBTAG00000016062	blue	#0000FF
ENSBTAG00000016069	pink	#FFC0CB
ENSBTAG00000016073	black	#000000
ENSBTAG00000016074	greenyellow	#ADFF2F
ENSBTAG00000016075	turquoise	#40E0D0
ENSBTAG00000016076	turquoise	#40E0D0
ENSBTAG00000016077	blue	#0000FF
ENSBTAG00000016080	green	#00FF00
ENSBTAG00000016094	brown	#A52A2A
ENSBTAG00000016095	blue	#0000FF
ENSBTAG00000016098	pink	#FFC0CB
ENSBTAG00000016103	black	#000000
ENSBTAG00000016104	darkred	#8B0000
ENSBTAG00000016105	grey60	#999999
ENSBTAG00000016108	yellow	#FFFF00
ENSBTAG00000016114	lightyellow	#FFFFE0
ENSBTAG00000016122	turquoise	#40E0D0
ENSBTAG00000016126	turquoise	#40E0D0
ENSBTAG00000016127	turquoise	#40E0D0
ENSBTAG00000016128	turquoise	#40E0D0
ENSBTAG00000016131	blue	#0000FF
ENSBTAG00000016137	blue	#0000FF
ENSBTAG00000016146	cyan	#00FFFF
ENSBTAG00000016164	green	#00FF00
ENSBTAG00000016165	lightcyan	#E0FFFF
ENSBTAG00000016167	black	#000000
ENSBTAG00000016168	turquoise	#40E0D0
ENSBTAG00000016174	pink	#FFC0CB
ENSBTAG00000016190	turquoise	#40E0D0
ENSBTAG00000016194	blue	#0000FF
ENSBTAG00000016198	purple	#A020F0
ENSBTAG00000016199	purple	#A020F0
ENSBTAG00000016203	turquoise	#40E0D0
ENSBTAG00000016204	turquoise	#40E0D0
ENSBTAG00000016217	greenyellow	#ADFF2F
ENSBTAG00000016228	yellow	#FFFF00
ENSBTAG00000016229	turquoise	#40E0D0
ENSBTAG00000016230	yellow	#FFFF00
ENSBTAG00000016231	turquoise	#40E0D0
ENSBTAG00000016235	turquoise	#40E0D0
ENSBTAG00000016236	royalblue	#4169E1
ENSBTAG00000016240	green	#00FF00
ENSBTAG00000016242	lightcyan	#E0FFFF
ENSBTAG00000016243	greenyellow	#ADFF2F
ENSBTAG00000016250	pink	#FFC0CB
ENSBTAG00000016252	brown	#A52A2A
ENSBTAG00000016253	blue	#0000FF
ENSBTAG00000016254	turquoise	#40E0D0
ENSBTAG00000016257	turquoise	#40E0D0
ENSBTAG00000016259	yellow	#FFFF00
ENSBTAG00000016260	black	#000000
ENSBTAG00000016263	blue	#0000FF
ENSBTAG00000016265	brown	#A52A2A
ENSBTAG00000016268	blue	#0000FF
ENSBTAG00000016269	pink	#FFC0CB
ENSBTAG00000016274	green	#00FF00
ENSBTAG00000016277	blue	#0000FF
ENSBTAG00000016278	brown	#A52A2A
ENSBTAG00000016281	yellow	#FFFF00
ENSBTAG00000016282	purple	#A020F0
ENSBTAG00000016284	blue	#0000FF
ENSBTAG00000016287	brown	#A52A2A
ENSBTAG00000016290	brown	#A52A2A
ENSBTAG00000016294	blue	#0000FF
ENSBTAG00000016296	blue	#0000FF
ENSBTAG00000016297	turquoise	#40E0D0
ENSBTAG00000016298	black	#000000
ENSBTAG00000016302	blue	#0000FF
ENSBTAG00000016307	green	#00FF00
ENSBTAG00000016309	salmon	#FA8072
ENSBTAG00000016311	salmon	#FA8072
ENSBTAG00000016312	blue	#0000FF
ENSBTAG00000016313	turquoise	#40E0D0
ENSBTAG00000016316	black	#000000
ENSBTAG00000016326	turquoise	#40E0D0
ENSBTAG00000016328	greenyellow	#ADFF2F
ENSBTAG00000016332	green	#00FF00
ENSBTAG00000016336	darkgreen	#006400
ENSBTAG00000016337	turquoise	#40E0D0
ENSBTAG00000016338	purple	#A020F0
ENSBTAG00000016343	blue	#0000FF
ENSBTAG00000016344	turquoise	#40E0D0
ENSBTAG00000016349	blue	#0000FF
ENSBTAG00000016355	black	#000000
ENSBTAG00000016362	turquoise	#40E0D0
ENSBTAG00000016363	brown	#A52A2A
ENSBTAG00000016367	greenyellow	#ADFF2F
ENSBTAG00000016368	black	#000000
ENSBTAG00000016369	blue	#0000FF
ENSBTAG00000016377	green	#00FF00
ENSBTAG00000016387	green	#00FF00
ENSBTAG00000016397	turquoise	#40E0D0
ENSBTAG00000016401	blue	#0000FF
ENSBTAG00000016405	cyan	#00FFFF
ENSBTAG00000016411	turquoise	#40E0D0
ENSBTAG00000016415	turquoise	#40E0D0
ENSBTAG00000016420	yellow	#FFFF00
ENSBTAG00000016424	blue	#0000FF
ENSBTAG00000016427	brown	#A52A2A
ENSBTAG00000016430	blue	#0000FF
ENSBTAG00000016441	turquoise	#40E0D0
ENSBTAG00000016442	yellow	#FFFF00
ENSBTAG00000016444	yellow	#FFFF00
ENSBTAG00000016445	grey60	#999999
ENSBTAG00000016448	blue	#0000FF
ENSBTAG00000016450	red	#FF0000
ENSBTAG00000016451	purple	#A020F0
ENSBTAG00000016457	purple	#A020F0
ENSBTAG00000016462	yellow	#FFFF00
ENSBTAG00000016465	turquoise	#40E0D0
ENSBTAG00000016470	turquoise	#40E0D0
ENSBTAG00000016471	yellow	#FFFF00
ENSBTAG00000016481	brown	#A52A2A
ENSBTAG00000016495	turquoise	#40E0D0
ENSBTAG00000016497	green	#00FF00
ENSBTAG00000016498	brown	#A52A2A
ENSBTAG00000016502	blue	#0000FF
ENSBTAG00000016504	blue	#0000FF
ENSBTAG00000016506	turquoise	#40E0D0
ENSBTAG00000016508	brown	#A52A2A
ENSBTAG00000016510	turquoise	#40E0D0
ENSBTAG00000016511	pink	#FFC0CB
ENSBTAG00000016512	black	#000000
ENSBTAG00000016513	turquoise	#40E0D0
ENSBTAG00000016515	red	#FF0000
ENSBTAG00000016516	turquoise	#40E0D0
ENSBTAG00000016519	yellow	#FFFF00
ENSBTAG00000016522	green	#00FF00
ENSBTAG00000016524	darkred	#8B0000
ENSBTAG00000016526	turquoise	#40E0D0
ENSBTAG00000016528	blue	#0000FF
ENSBTAG00000016529	brown	#A52A2A
ENSBTAG00000016532	turquoise	#40E0D0
ENSBTAG00000016533	tan	#D2B48C
ENSBTAG00000016534	magenta	#FF00FF
ENSBTAG00000016546	brown	#A52A2A
ENSBTAG00000016547	black	#000000
ENSBTAG00000016557	black	#000000
ENSBTAG00000016562	magenta	#FF00FF
ENSBTAG00000016563	magenta	#FF00FF
ENSBTAG00000016564	turquoise	#40E0D0
ENSBTAG00000016568	magenta	#FF00FF
ENSBTAG00000016571	turquoise	#40E0D0
ENSBTAG00000016572	tan	#D2B48C
ENSBTAG00000016577	turquoise	#40E0D0
ENSBTAG00000016578	greenyellow	#ADFF2F
ENSBTAG00000016580	blue	#0000FF
ENSBTAG00000016584	black	#000000
ENSBTAG00000016589	blue	#0000FF
ENSBTAG00000016591	turquoise	#40E0D0
ENSBTAG00000016592	blue	#0000FF
ENSBTAG00000016593	turquoise	#40E0D0
ENSBTAG00000016595	brown	#A52A2A
ENSBTAG00000016598	pink	#FFC0CB
ENSBTAG00000016599	turquoise	#40E0D0
ENSBTAG00000016609	blue	#0000FF
ENSBTAG00000016612	darkgrey	#A9A9A9
ENSBTAG00000016615	yellow	#FFFF00
ENSBTAG00000016618	magenta	#FF00FF
ENSBTAG00000016621	purple	#A020F0
ENSBTAG00000016622	turquoise	#40E0D0
ENSBTAG00000016625	magenta	#FF00FF
ENSBTAG00000016629	turquoise	#40E0D0
ENSBTAG00000016635	green	#00FF00
ENSBTAG00000016640	green	#00FF00
ENSBTAG00000016643	brown	#A52A2A
ENSBTAG00000016649	turquoise	#40E0D0
ENSBTAG00000016650	yellow	#FFFF00
ENSBTAG00000016656	pink	#FFC0CB
ENSBTAG00000016658	turquoise	#40E0D0
ENSBTAG00000016661	yellow	#FFFF00
ENSBTAG00000016662	red	#FF0000
ENSBTAG00000016663	yellow	#FFFF00
ENSBTAG00000016666	white	#FFFFFF
ENSBTAG00000016667	turquoise	#40E0D0
ENSBTAG00000016675	tan	#D2B48C
ENSBTAG00000016679	turquoise	#40E0D0
ENSBTAG00000016685	turquoise	#40E0D0
ENSBTAG00000016694	green	#00FF00
ENSBTAG00000016703	pink	#FFC0CB
ENSBTAG00000016704	turquoise	#40E0D0
ENSBTAG00000016705	pink	#FFC0CB
ENSBTAG00000016708	greenyellow	#ADFF2F
ENSBTAG00000016709	purple	#A020F0
ENSBTAG00000016710	brown	#A52A2A
ENSBTAG00000016717	pink	#FFC0CB
ENSBTAG00000016720	darkgreen	#006400
ENSBTAG00000016723	turquoise	#40E0D0
ENSBTAG00000016726	turquoise	#40E0D0
ENSBTAG00000016730	purple	#A020F0
ENSBTAG00000016733	yellow	#FFFF00
ENSBTAG00000016737	blue	#0000FF
ENSBTAG00000016738	blue	#0000FF
ENSBTAG00000016740	pink	#FFC0CB
ENSBTAG00000016743	turquoise	#40E0D0
ENSBTAG00000016744	grey60	#999999
ENSBTAG00000016747	brown	#A52A2A
ENSBTAG00000016750	greenyellow	#ADFF2F
ENSBTAG00000016752	red	#FF0000
ENSBTAG00000016757	pink	#FFC0CB
ENSBTAG00000016758	green	#00FF00
ENSBTAG00000016760	yellow	#FFFF00
ENSBTAG00000016761	blue	#0000FF
ENSBTAG00000016762	green	#00FF00
ENSBTAG00000016764	brown	#A52A2A
ENSBTAG00000016769	turquoise	#40E0D0
ENSBTAG00000016772	turquoise	#40E0D0
ENSBTAG00000016775	turquoise	#40E0D0
ENSBTAG00000016776	blue	#0000FF
ENSBTAG00000016779	pink	#FFC0CB
ENSBTAG00000016782	darkred	#8B0000
ENSBTAG00000016783	turquoise	#40E0D0
ENSBTAG00000016784	blue	#0000FF
ENSBTAG00000016791	yellow	#FFFF00
ENSBTAG00000016795	magenta	#FF00FF
ENSBTAG00000016797	turquoise	#40E0D0
ENSBTAG00000016799	turquoise	#40E0D0
ENSBTAG00000016804	purple	#A020F0
ENSBTAG00000016806	darkgreen	#006400
ENSBTAG00000016810	blue	#0000FF
ENSBTAG00000016817	green	#00FF00
ENSBTAG00000016818	green	#00FF00
ENSBTAG00000016819	turquoise	#40E0D0
ENSBTAG00000016823	black	#000000
ENSBTAG00000016824	turquoise	#40E0D0
ENSBTAG00000016827	turquoise	#40E0D0
ENSBTAG00000016828	pink	#FFC0CB
ENSBTAG00000016830	brown	#A52A2A
ENSBTAG00000016834	blue	#0000FF
ENSBTAG00000016836	green	#00FF00
ENSBTAG00000016838	greenyellow	#ADFF2F
ENSBTAG00000016839	yellow	#FFFF00
ENSBTAG00000016845	magenta	#FF00FF
ENSBTAG00000016846	pink	#FFC0CB
ENSBTAG00000016848	green	#00FF00
ENSBTAG00000016851	greenyellow	#ADFF2F
ENSBTAG00000016852	yellow	#FFFF00
ENSBTAG00000016855	yellow	#FFFF00
ENSBTAG00000016858	yellow	#FFFF00
ENSBTAG00000016869	yellow	#FFFF00
ENSBTAG00000016873	turquoise	#40E0D0
ENSBTAG00000016878	green	#00FF00
ENSBTAG00000016879	turquoise	#40E0D0
ENSBTAG00000016880	lightcyan	#E0FFFF
ENSBTAG00000016882	grey60	#999999
ENSBTAG00000016883	yellow	#FFFF00
ENSBTAG00000016887	turquoise	#40E0D0
ENSBTAG00000016890	yellow	#FFFF00
ENSBTAG00000016894	turquoise	#40E0D0
ENSBTAG00000016895	black	#000000
ENSBTAG00000016896	brown	#A52A2A
ENSBTAG00000016899	turquoise	#40E0D0
ENSBTAG00000016900	black	#000000
ENSBTAG00000016903	blue	#0000FF
ENSBTAG00000016904	blue	#0000FF
ENSBTAG00000016910	turquoise	#40E0D0
ENSBTAG00000016912	turquoise	#40E0D0
ENSBTAG00000016913	blue	#0000FF
ENSBTAG00000016932	tan	#D2B48C
ENSBTAG00000016933	salmon	#FA8072
ENSBTAG00000016939	turquoise	#40E0D0
ENSBTAG00000016943	magenta	#FF00FF
ENSBTAG00000016948	turquoise	#40E0D0
ENSBTAG00000016950	turquoise	#40E0D0
ENSBTAG00000016951	pink	#FFC0CB
ENSBTAG00000016952	brown	#A52A2A
ENSBTAG00000016954	yellow	#FFFF00
ENSBTAG00000016956	brown	#A52A2A
ENSBTAG00000016958	turquoise	#40E0D0
ENSBTAG00000016967	tan	#D2B48C
ENSBTAG00000016968	lightcyan	#E0FFFF
ENSBTAG00000016969	magenta	#FF00FF
ENSBTAG00000016972	turquoise	#40E0D0
ENSBTAG00000016975	grey60	#999999
ENSBTAG00000016979	brown	#A52A2A
ENSBTAG00000016980	purple	#A020F0
ENSBTAG00000016981	turquoise	#40E0D0
ENSBTAG00000016984	turquoise	#40E0D0
ENSBTAG00000016987	turquoise	#40E0D0
ENSBTAG00000016990	magenta	#FF00FF
ENSBTAG00000016995	turquoise	#40E0D0
ENSBTAG00000016996	lightgreen	#90EE90
ENSBTAG00000016999	yellow	#FFFF00
ENSBTAG00000017001	turquoise	#40E0D0
ENSBTAG00000017002	brown	#A52A2A
ENSBTAG00000017009	pink	#FFC0CB
ENSBTAG00000017010	turquoise	#40E0D0
ENSBTAG00000017017	turquoise	#40E0D0
ENSBTAG00000017019	turquoise	#40E0D0
ENSBTAG00000017027	turquoise	#40E0D0
ENSBTAG00000017028	greenyellow	#ADFF2F
ENSBTAG00000017037	turquoise	#40E0D0
ENSBTAG00000017038	blue	#0000FF
ENSBTAG00000017048	blue	#0000FF
ENSBTAG00000017051	turquoise	#40E0D0
ENSBTAG00000017053	turquoise	#40E0D0
ENSBTAG00000017060	pink	#FFC0CB
ENSBTAG00000017061	green	#00FF00
ENSBTAG00000017064	salmon	#FA8072
ENSBTAG00000017068	turquoise	#40E0D0
ENSBTAG00000017072	brown	#A52A2A
ENSBTAG00000017078	turquoise	#40E0D0
ENSBTAG00000017079	brown	#A52A2A
ENSBTAG00000017082	turquoise	#40E0D0
ENSBTAG00000017085	brown	#A52A2A
ENSBTAG00000017087	turquoise	#40E0D0
ENSBTAG00000017091	brown	#A52A2A
ENSBTAG00000017095	midnightblue	#191970
ENSBTAG00000017096	turquoise	#40E0D0
ENSBTAG00000017103	blue	#0000FF
ENSBTAG00000017108	green	#00FF00
ENSBTAG00000017112	yellow	#FFFF00
ENSBTAG00000017118	midnightblue	#191970
ENSBTAG00000017123	magenta	#FF00FF
ENSBTAG00000017124	green	#00FF00
ENSBTAG00000017125	brown	#A52A2A
ENSBTAG00000017128	royalblue	#4169E1
ENSBTAG00000017129	green	#00FF00
ENSBTAG00000017135	pink	#FFC0CB
ENSBTAG00000017137	salmon	#FA8072
ENSBTAG00000017138	magenta	#FF00FF
ENSBTAG00000017139	black	#000000
ENSBTAG00000017147	pink	#FFC0CB
ENSBTAG00000017160	turquoise	#40E0D0
ENSBTAG00000017161	black	#000000
ENSBTAG00000017162	blue	#0000FF
ENSBTAG00000017164	tan	#D2B48C
ENSBTAG00000017175	magenta	#FF00FF
ENSBTAG00000017177	purple	#A020F0
ENSBTAG00000017179	brown	#A52A2A
ENSBTAG00000017184	turquoise	#40E0D0
ENSBTAG00000017195	blue	#0000FF
ENSBTAG00000017196	purple	#A020F0
ENSBTAG00000017201	yellow	#FFFF00
ENSBTAG00000017211	brown	#A52A2A
ENSBTAG00000017215	turquoise	#40E0D0
ENSBTAG00000017218	blue	#0000FF
ENSBTAG00000017222	red	#FF0000
ENSBTAG00000017223	blue	#0000FF
ENSBTAG00000017225	pink	#FFC0CB
ENSBTAG00000017232	yellow	#FFFF00
ENSBTAG00000017244	green	#00FF00
ENSBTAG00000017245	turquoise	#40E0D0
ENSBTAG00000017253	blue	#0000FF
ENSBTAG00000017255	tan	#D2B48C
ENSBTAG00000017256	brown	#A52A2A
ENSBTAG00000017263	brown	#A52A2A
ENSBTAG00000017266	yellow	#FFFF00
ENSBTAG00000017268	turquoise	#40E0D0
ENSBTAG00000017271	blue	#0000FF
ENSBTAG00000017275	pink	#FFC0CB
ENSBTAG00000017278	purple	#A020F0
ENSBTAG00000017283	yellow	#FFFF00
ENSBTAG00000017287	turquoise	#40E0D0
ENSBTAG00000017298	brown	#A52A2A
ENSBTAG00000017299	grey60	#999999
ENSBTAG00000017306	salmon	#FA8072
ENSBTAG00000017312	lightyellow	#FFFFE0
ENSBTAG00000017313	turquoise	#40E0D0
ENSBTAG00000017325	black	#000000
ENSBTAG00000017329	turquoise	#40E0D0
ENSBTAG00000017339	yellow	#FFFF00
ENSBTAG00000017346	pink	#FFC0CB
ENSBTAG00000017349	blue	#0000FF
ENSBTAG00000017352	magenta	#FF00FF
ENSBTAG00000017354	blue	#0000FF
ENSBTAG00000017355	blue	#0000FF
